Activo;Origen;Idioma;µrea de conocimiento;Prop¢sito de formaci¢n;Tipo de contenido;Tipo de art°culo;ID de art°culo;T°tulo del art°culo;Descripci¢n;Contenido del curso;Fecha de creaci¢n;Fecha de publicaci¢n;Costo del curso;Proveedor;Responsable;Experto del curso;Duraci¢n (en horas);Horas de crÇdito
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3013;Marketing Internacional en Asia;Este curso ha sido desarrollado especialmente para gerentes y estudiantes que desean tener Çxito como especialistas de marketing en la regi¢n asi†tica. Asia ha experimentado la mayor cantidad de crecimiento en la econom°a global en los £ltimos a§os. Aunque muchas compa§°as de otras regiones se han beneficiado de entrar al mercado asi†tico, en un sentido comparativo, esto ha sido menos cierto para las empresas latinoamericanas. Al ofrecer un curso dedicado a gerentes y estudiantes de AmÇrica Latina y Espa§a y tambiÇn impartir clases en espa§ol, este curso le ayudar† a mejorar la comprensi¢n de Asia y la pr†ctica del marketing a este p£blico. El curso proporciona una introducci¢n al paradigma del marketing, la ejecuci¢n y la estrategia. Adem†s, como beneficio adicional, tambiÇn cubrir† temas espec°ficos tales como el B2C, B2B, los deportes y el marketing del entretenimiento.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Yonsei University;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3258;Investigaci¢n de mercados y comportamiento del consumidor;El primer curso de este especializaci¢n consta de dos bloques que te proveer†n de los conocimientos necesarios para comenzar tu trayectoria en Marketing. Aprende las herramientas y tÇcnicas para convertir una decisi¢n en una investigaci¢n real, esto lo ver†s en el primer m¢dulo: Investigaci¢n de Mercado. C¢mo plantear la investigaci¢n, analizar los datos recogidos, interpretarlos correctamente y comunicarlos a travÇs de recomendaciones precisas ser†n algunas de las cuestiones tratadas en este curso. El segundo m¢dulo se enfoca en el proceso de toma de decisiones por parte del consumidor, resaltando los momentos clave en el proceso de compra y consumo de un producto. Adapta tu enfoque ?cliente-cÇntrico? en decisiones de marketing mediante el an†lisis de c¢mo tus clientes toman sus decisiones, reflexionando en quÇ sucede en sus corazones y mentes al momento de tomar decisiones y analizando las variables que son influyentes para tomarlas.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Ie Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3270;Camino a la Excelencia en Gesti¢n de Proyectos;El curso ?Camino a la excelencia en gesti¢n de proyectos? describe los tres principales componentes de Lean Project Management (Gesti¢n de Proyectos sin PÇrdidas), estos son: (1) La filosof°a de producci¢n lean, la que proveniente de la industria automotriz japonesa, revisaremos sus principios fundamentales y c¢mo se ha adaptado a otras industrias. (2) El cambio cultural, la implementaci¢n de lean depende de las personas y veremos quÇ caracter°sticas son necesarias para la excelencia en gesti¢n de proyectos y quÇ condiciones contractuales ayudan a generar una mejor cultura. (3) La tecnolog°a, veremos mÇtodos y tÇcnicas lean tales c¢mo mapeo de la cadena de valor, sistema de planificaci¢n el £ltimo planificador, entre otros. Finalmente, este curso entrega los conceptos b†sicos y permite la ejercitaci¢n de estos conceptos para caminar hacia la excelencia en gesti¢n de proyectos.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Pontificia Universidad Cat¢lic;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3137;AmÇrica Latina en los cambios internacionales: amenazas y oportunidades.;El curso busca que comprendas y analices la mayor participaci¢n de AmÇrica Latina en la pol°tica internacional. Adem†s, te ayudar† a conocer el entorno macro-estratÇgico en el cual se desarrolla la regi¢n, incluyendo la dimensi¢n pol°tica, econ¢mica, cultural, social, adem†s de las nuevas amenazas y oportunidades. El curso entrega un mapa general de las diferencias entre las distintas regiones de AmÇrica Latina y sus contribuciones en sus pol°ticas exteriores con los centros de poder mundial. Cuando haya completado el estudio de este curso usted ser† capaz de: 1) Comprender la construcci¢n hist¢rica de las relaciones internacionales de la regi¢n. 2) Comprender los cambios recientes y su impacto en la toma de decisiones en AmÇrica Latina. 3) Identificar los efectos de la globalizaci¢n, los cambios pol°ticos y sociales. 4) Reconocer los acuerdos comerciales y de integraci¢n intraregionales y el overlapping entre ellos. 5) Comprender el impacto de las organizaciones internacionales y ONGs en la regi¢n.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Chile;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3035;Comprender las dimensiones interculturales en la cotidianidad;"Este MOOC es el resultado de una co-construcci¢n e investigaci¢n de profesoras de la Universidad Sorbonne-Nouvelle Paris 3 y la Universidad de los Andes (Colombia). Su objetivo principal es brindar herramientas para desarrollar dimensiones interculturales en la vida cotidianda. El curso est† dirigido a estudiantes y profesionales de diferentes campos m†s all† de la ense§anza de idiomas (humanidades y ciencias sociales, educaci¢n, cl°nica intercultural, estudios de arte y gesti¢n) que tienen que enfrentar situaciones de la vida cotidiana y de las relaciones con los dem†s donde las herramientas de reflexi¢n son necesarias para tener un enfoque intercultural. El/la estudiante de este MOOC desarrollar† la capacidad de reflexionar sobre su historicidad (lenguaje, plurilingÅismo, filiaciones, afiliaciones, visi¢n cultural) sus identificaciones, su identidad plural (idio-cultural y multicultural); asimismo, se espera que el/la estudiante sea m†s reflexivo sobre s° mismo y sobre sus discursos en las situaciones complejas que enfrenta. Prestar† m†s atenci¢n a todas las formas de alteridad en los discursos, acciones y toma de decisiones que emprenda; aprender† a construir espacios terceros y asumir el papel de mediador en su interacciones sociolingÅ°sticas y experiencias sociales.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;27;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3069;Gesti¢n de proyectos: las bases del Çxito;En este curso se combinan los elementos esenciales de la gesti¢n de proyectos y el liderazgo de equipo en un £nico contenido. A travÇs de la participaci¢n y reflexi¢n en clase, adquirir†s una mayor comprensi¢n de las responsabilidades que conlleva el liderazgo y una mejor preparaci¢n para aplicar este conocimiento en el entorno de un proyecto.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;University Of California, Irvi;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3207;Corporate governance. Mitos y realidades;"El corporate governance o gobierno corporativo es uno de los temas m†s relevantes de nuestro tiempo, tanto desde el punto de vista jur°dico como econ¢mico. Se trata de una corriente universal, impulsada desde el †mbito anglosaj¢n, pero fuertemente desarrollada en Europa y tambiÇn en IberoamÇrica, Asia o µfrica. Partiendo de esta realidad, el curso pretende: i) seleccionar algunos de los temas que, dentro de un cat†logo potencialmente muy amplio pueden tener m†s interÇs para los usuarios de los MOOCs, especialmente de Espa§a y AmÇrica Latina; ii) tratar de dar, por una parte, una visi¢n te¢rica y pr†ctica de cada cuesti¢n y por otro lado, ilustrarlo de manera m†s did†ctica mediante entrevistas con expertos o protagonistas de la materia analizada Se trata de determinar y analizar los temas realmente importantes que se est†n planteando y distinguirlos de otros que pueden un car†cter m†s circunstancial o anecd¢tico, como sucede a menudo con cuestiones de gran actualidad. Por esa raz¢n tambiÇn se ha partido de un esquema en el que se cuestionan algunas ideas preconcebidas que puedan existir sobre el buen gobierno Se abordan con car†cter espec°fico temas clave de nuestro tiempo como el papel de los acreedores, la diversidad de gÇnero y el aspecto penal relacionado con las pol°ticas de compliance.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universitat Autïnoma De Barcel;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3129;Emprendimiento y mÇtodos †giles de desarrollo en videojuegos;"≠Bienvenido al curso de Emprendimiento y mÇtodos †giles de desarrollo en videojuegos! Este curso introduce conceptos de emprendimiento en videojuegos y de metodolog°as †giles de producci¢n para su desarrollo. Queremos que tengas las herramientas b†sicas para considerar la creaci¢n de tu propio estudio de videojuegos, y organices tu grupo de trabajo alrededor de una metodolog°a de desarrollo †gil. Al finalizar este curso podr†s demostrar entendimiento de los conceptos b†sicos de emprendimiento y ser†s capaz de aplicar SCRUM, un marco †gil de producci¢n que es utilizado ampliamente a nivel profesional, a cualquier proyecto de desarrollo de videojuegos que quieras emprender o, incluso, a cualquier otro tipo de proyectos. Adem†s de una introducci¢n te¢rica, este curso propone una pr†ctica individual sobre herramientas, de modo que aprender†s haciendo. Durante el curso veremos temas tales como los roles de la metodolog°a, sus principales elementos de planificaci¢n (SCRUM backlog, sprint backlog, planificaci¢n de la entrega y del sprint), mÇtodos de monitoreo (reuniones diarias, diagrama burndown) y de retrospectiva (reuniones de revisi¢n y retrospectiva), adem†s de algunas recomendaciones que puedes aplicar en proyectos de videojuegos. Para este curso ser† necesario que tengas conocimientos de programaci¢n de videojuegos, los cuales puedes adquirir en los cursos b†sicos de este programa (Desarrollo de videojuegos y dise§o de videojuegos); esto se debe a que para llevar esta metodolog°a a la pr†ctica te pediremos que trabajes un m°nimo de horas en el desarrollo de un videojuego. Ten en cuenta que este curso ha sido dise§ado como el tercero de cinco cursos que hacen parte del programa especializado en Desarrollo y Dise§o de Videojuegos. Puedes tomar todos los cursos por separado o s¢lo uno de ellos, sin embargo te recomendamos que te inscribas y participes en los cinco, ojal† en el orden que te proponemos, de manera que llegues al £ltimo curso denominado ""Desarrollo y Dise§o de Videojuegos: proyecto final"" preparado para aplicar los conocimientos adquiridos en los cursos anteriores. Para inscribirte £nicamente a este curso debes ir a la p†gina del mismo: https://www.coursera.org/learn/videojuegos-emprendimiento/home/welcome. Haz click en el bot¢n azul de la izquierda ""Enroll now"" o ""Inscribirse ahora"", donde podr†s elegir si deseas tomar el curso pagando por la certificaci¢n con una suscripci¢n mensual o anual, en cuyo caso debes hacer unas evaluaciones adicionales obligatorias y cumplir con los otros requisitos de certificaci¢n; o si deseas auditarlo, es decir acceder al contenido sin pagar por el certificado o suscripci¢n.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3163;Negociaci¢n exitosa: Estrategias y habilidades esenciales (en espa§ol);"Todos negociamos diariamente. A nivel personal, negociamos con amigos, familia, propietarios, vendedores de autos y empleadores, entre otros. La negociaci¢n tambiÇn es la clave del Çxito comercial. Ninguna empresa puede sobrevivir sin contratos rentables. Dentro de una empresa, las habilidades de negociaci¢n lo pueden llevar a avanzar en su carrera. En este curso, aprender† y practicar† los cuatro pasos necesarios para lograr una negociaci¢n exitosa, con un m¢dulo para cada paso: (1) Preparaci¢n: Planifique su estrategia de negociaci¢n (2) Negociaci¢n: Use las t†cticas claves para el Çxito (3) Cierre: Cree un contrato (4) Cumplimiento y evaluaci¢n: El juego final Para completar exitosamente este curso y mejorar su capacidad de negociar, deber† completar los tres pasos siguientes: (1) Mire los videos breves (que van de 5 a 20 minutos) de cada m¢dulo. Los videos son interactivos e incluyen preguntas para evaluar su entendimiento de las estrategias y habilidades de negociaci¢n. Los videos se pueden acelerar o ralentizar para adaptarse al ritmo que prefiera escucharlos. Seg£n sus horarios, puede ver los videos en unas semanas o verlos todos juntos. Un estudiante que vio el curso de una sola vez concluy¢ que ""es tan bueno como Breaking Bad"". (2) Complete la negociaci¢n del M¢dulo 6 para evaluar sus capacidad de negociaci¢n. Puede negociar con un amigo local o usar los Debates para encontrar un socio de otra parte del mundo. Su socio de negociaci¢n le brindar† una devoluci¢n sobre sus capacidad de negociaci¢n. En el camino, puede resultarle £til utilizar esta aplicaci¢n m¢vil gratuita que est† relacionada con el curso y contiene varias herramientas de planificaci¢n de la negociaci¢n. http://negotiationplanner.com/ (3) Tome el examen final. Para completar el curso exitosamente, debe responder correctamente el 80 % de las preguntas. Este examen es un examen de dominio, lo que significa que puede tomarlo las veces que quiera hasta que domine el material. Adem†s, este curso incluye la opci¢n de obtener un Certificado verificado (CV) a travÇs de la verificaci¢n de su identidad y la finalizaci¢n exitosa del curso. Un CV le proporciona un reconocimiento formal de sus logros en el curso e incluye el logo de la Universidad de Michigan. Si usted est† considerando obtener un CV, debe completar el proceso de verificaci¢n antes de tomar el examen final. Puede elegir pagar los cargos asociados antes o despuÇs del examen. Para obtener m†s informaci¢n acerca de los CV, visite: learner.coursera.help/hc/en-us/articles/201212399-Verified-Certificates El logo compuesto del curso se comparte con una licencia Creative Commons CC BY-SA (https://creativecommons.org/licenses/by-sa/2.0/) y fue creado con las im†genes proporcionadas por cortes°a de Flazingo Photos (http://bit.ly/1zOylRm) y K2 Space (https://www.flickr.com/photos/k2space/14257556613/in/set-72157644732478432). This is a translated version. To join the original English version, visit this page: https://www.coursera.org/learn/negotiation-skills/";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;University Of Michigan;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3194;Introducci¢n a la estrategia;"En este curso, conocer†s la importancia de la estrategia en cualquier tipo de organizaci¢n; diferenciar†s los modelos conductuales que se aplican en diferentes pa°ses, quiÇnes son sus principales actores y los intereses que tienen en una empresa. Partir†s de la planeaci¢n estratÇgica para materializar tu idea de negocio, a travÇs de la misi¢n, visi¢n, valores y objetivos. Identificar†s la idea diferenciadora de tu empresa o idea de negocio, lo cual la har† £nica del resto. Leer†s las se§ales internas y externas del entorno para poder reaccionar a tiempo ante los factores que afectan a tu empresa.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3197;Proyecto de Fundamentos Empresariales de Wharton;El Proyecto Final de Conocimiento Aplicado de Wharton te permite aplicar tus habilidades anal°ticas a retos de negocios reales, incluyendo el tuyo. Usar†s esas habilidades empresariales recientemente adquiridas, para evaluar de manera reflexiva una oportunidad o situaci¢n real de compa§°as dirigidas por Wharton como Televisa.TambiÇn podr†s preparar un an†lisis estratÇgico y plantear una soluci¢n a un reto al que se enfrente tu propia compa§°a u organizaci¢n. Personal cualificado de Wharton evaluar† los mejores trabajos, y equipos de direcci¢n de Televisa revisar†n los proyectos que obtengan mejor puntuaci¢n.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Pensilvania;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3102;Seguridad inform†tica: defensa contra las artes oscuras digitales;Este curso cubre una amplia variedad de conceptos, herramientas y mejores pr†cticas de seguridad de TI. Introduce amenazas y ataques, y las muchas formas en que pueden aparecer. Te daremos algunos antecedentes de algoritmos de cifrado y c¢mo se utilizan para salvaguardar los datos. Luego, nos sumergiremos en los tres sistemas de seguridad de la informaci¢n: autenticaci¢n, autorizaci¢n y contabilidad. TambiÇn cubriremos soluciones de seguridad de red, que van desde Firewalls hasta opciones de encriptaci¢n de Wifi. Finalmente, veremos un caso de estudio, donde examinaremos el modelo de seguridad del sistema operativo Chrome. El curso se completa al reunir todos estos elementos en una arquitectura de seguridad de m£ltiples capas y en profundidad, seguido de recomendaciones sobre c¢mo integrar una cultura de seguridad en tu organizaci¢n o equipo. Al final de este curso, entender†s: ? c¢mo funcionan los diversos algoritmos y tÇcnicas de cifrado, as° como sus ventajas y limitaciones. ? varios sistemas y tipos de autenticaci¢n. ? la diferencia entre autenticaci¢n y autorizaci¢n. ? c¢mo evaluar los riesgos potenciales y recomendar formas de reducir el riesgo. ? mejores pr†cticas para asegurar una red. ? c¢mo ayudar a otros a comprender los conceptos de seguridad y protegerse a s° mismos.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Crece Con Google;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3237;Trabajar para ser feliz;En nuestra vida diaria nos movemos a toda velocidad por diferentes escenarios: la familia, el trabajo, la vida social. Muchas veces podemos quedar atrapados en la vor†gine o en la rutina del d°a a d°a y olvidarnos de algo importante y que da sentido a todo lo que hacemos: c¢mo ser felices y c¢mo hacer felices a los que nos rodean en casa y en el trabajo. Hoy en d°a existe una confusi¢n, porque estamos muy centrados en el ?bienestar?. Vivimos en una cultura que tiende al consumismo, al activismo y nos olvidamos del ?bienser?, entendido como ese sentido de plenitud que lleva a sentirse bien con uno mismo y con su entorno. El trabajo ocupa muchas horas del d°a y tantas veces es fuente de preocupaciones. Nos preocupa m†s el bono, la evaluaci¢n de desempe§o, los reconocimientos externos que nos dan cierto status y tranquilidad econ¢mica, pero nos olvidamos de lo verdaderamente importante: estar bien con uno mismo y compartir esta felicidad con las personas que queremos. Este curso te permitir† entender mejor esos escenarios donde se desarrolla tu vida y te dar† herramientas e ideas para que puedas construir tu propio proyecto personal para alcanzar una vida plena de sentido en el mundo actual. Lo hemos preparado un grupo de profesores con la ilusi¢n de ayudarte a reflexionar y ojal† que tu aprendizaje puedes compartirlo con otros, tanto en el trabajo como en casa. Te invitamos a sumarte y recorrer juntos este camino de aprendizaje compartido.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Austral;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3093;Comunicaciones integradas de marketing: Publicidad, Relaciones P£blicas, Marketing Digital y m†s;®QuÇ tanto conoce las campa§as de comunicaci¢n de marketing? Obtenga m†s informaci¢n acerca de este pilar clave del marketing mix y aprovÇchelo para dar un impulso a su producto o servicio. A travÇs de este curso aprender† a enfrentar los mayores retos a la hora de planificar y evaluar las estrategias y ejecuciones de comunicaciones de marketing. Tendr† las habilidades para combinar las teor°as y modelos con informaci¢n pr†ctica y as° tomar mejores decisiones de comunicaciones de marketing. Al completar este curso ser† capaz de aprovechar las comunicaciones integradas de marketing (IMC por sus siglas en inglÇs) en el proceso de crear marcas valiosas y ganar el coraz¢n de sus consumidores. La profesora Eda Sayin del IE Business School le guiar† en este proceso. Con la ayuda de expertos que van desde empresas internacionales de marketing hasta directivos de marketing de empresas multinacionales, ofrecer† interesantes ejemplos de la vida real. Tras este curso, estar† equipado con los conocimientos para asegurarse que toma las decisiones correctas respecto a las comunicaciones de marketing, as° como respecto a la ubicaci¢n de publicidad y marketing digital.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Ie Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3076;Negocios Internacionales I;Vivimos en un mundo cada vez mas globalizado, en el cual el Çxito en los negocios internacionales se ha convertido en el factor determinante del desarrollo econ¢mico y la prosperidad. Esta materia, Entorno Global de Negocios, Parte I, introduce al alumno a una comprensi¢n fundamental del entorno pol°tico, cultural, lingÅ°stica y socio-econ¢mico en el cual opera una empresa internacional. Esta materia utiliza una pedagog°a basada en la investigaci¢n y preguntas para entender las relaciones entre pa°ses en el entorno global de negocios. Se examina el entorno empresarial global al hacer y responder a preguntas claves sobre la sociedad, la econom°a global, las culturas, las instituciones y los idiomas. Las preguntas son: 1. ®Que es la Globalizaci¢n?, 2. ®Es la Globalizaci¢n Nueva?, 3. ®Cu†l es el impacto de las instituciones sociales y pol°ticas al Desarrollo Econ¢mico Nacional?, 4. ®Cual es el Papel de la Cultura?, 5. ®Cuales son los Beneficios del Comercio Exterior? 6. ®Libre Comercio?, 7. ®Como se determinan los Tipos de Cambio?, 8. ®Como esta el Entorno Global de Negocios? Este enfoque basado en la investigaci¢n y preguntas genera oportunidades de reflexi¢n para que los alumnos comprendan mejor el entorno global en el que operan las empresas. Los videos se entregan de una manera cautivador, que fomenta la reflexi¢n y la investigaci¢n.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;University Of New Mexico;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3040;Introducci¢n a la calidad;Al finalizar el curso: ? Explicar†s la aplicaci¢n de la norma ISO 9000 y los sistemas de gesti¢n de calidad, su implementaci¢n y los beneficios para la compa§°a y la sociedad. ? Describir†s herramientas pr†cticas que mejoren la competitividad y eleven la eficiencia de las operaciones de la empresa o idea de negocio teniendo en cuenta las mejores pr†cticas ambientales. En este curso conoceremos la importancia que tiene implementar est†ndares de calidad y procesos productivos eficientes, para el desarrollo y continuidad de nuestra empresa o idea de negocio y as° mantener su m†xima capacidad productiva y seguir ofertando productos con los m†s altos est†ndares de calidad, para mantenernos siempre en la preferencia del p£blico. Es importante resaltar tambiÇn tÇrminos como capacidad, ubicaci¢n y distribuci¢n operativa con la que cuenta nuestra empresa o idea de negocio, porque al identificarlas podemos mejorar la productividad sin hacer a un lado la calidad, a la vez que identificamos las deficiencias la producci¢n para nuestra empresa o idea de negocio.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3136;Gesti¢n de marca y producto;Luego de tomar este curso ser† capaz de identificar la informaci¢n cr°tica que se necesita para desarrollar estrategias de marca y de producto que logren resultados inmediatos y tambiÇn generen valor en el largo plazo. Estar† en capacidad de crear un plan de actividades para hacer que su estrategia de marca se haga realidad (tanto externamente para los consumidores como internamente para los empleados). Podr† definir las mÇtricas correctas que ayuden a determinar si la implementaci¢n de la estrategia ha sido un Çxito, tomando en cuenta cualquier ajuste necesario al utilizar una metodolog°a de probar y aprender. Este curso est† compuesto de seis m¢dulos: 1 - Lanzamiento de nuevos productos y el reto de gestionarlos en su ciclo vital. Al final de este m¢dulo, ser† capaz de demostrar su comprensi¢n de los conceptos de estrategia de producto y de reunir los datos que le apoyen para definir su estrategia de producto. 2 - Desarrollar marcas convincentes que inspiren a sus stakeholders cr°ticos y tengan un impacto en sus resultados. Este m¢dulo le permitir† sentirse seguro al describir los distintos elementos de una estrategia de marca y formulando una estrategia de marca ganadora. 3 - Conocer c¢mo comunicar su oferta: Arquitectura de marca y nomenclatura. Al terminar este m¢dulo, ser† capaz de definir c¢mo llamar a su marca y explicar c¢mo desarrollar un sistema para incorporar futuros productos y marcas. 4 - Construir su portfolio de marca. Tras concluir este m¢dulo, ser† capaz de trazar el mapa de su portfolio de marca para maximizar su valor y apoyar su crecimiento. 5 - Traducir su marca en una experiencia convincente para el cliente. Al concluir este m¢dulo, se sentir† confiado para definir y describir la experiencia del cliente con su marca. 6 - Preparar y enganchar a sus empleados para ofrecer la promesa de la marca. Tras concluir este m¢dulo, ser† capaz de explicar y aplicar el proceso para ?incrustar? la marca a lo interno de la organizaci¢n.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Ie Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3038;Negociaci¢n 4.0;Negociar es algo que hacemos todos los d°as y en todos los †mbitos. La mayor°a de las personas enfocan la tarea de negociaci¢n m†s a su intuici¢n que a un proceso sistem†tico y de aprendizaje continuo. Este primer m¢dulo del Curso ?Arte y Ciencia de la Negociaci¢n? te permitir† identificar las variables claves que todo buen negociador debe incorporar a su repertorio. Es innovador y £nico dado que te presentar† las tres modalidades m†s difundidas de negociaci¢n y que incluye la modalidad de negociaci¢n posicional dise§ada en el Centro Consensus del IAE. Trabajaremos adicionalmente los elementos claves para el auto coaching de todo negociador efectivo: el gui¢n de preparaci¢n previo y el examen de evaluaci¢n post negociaci¢n.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Austral;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3017;Los gobiernos locales como actores internacionales;Este curso ofrece un panorama general de la irrupci¢n de los gobiernos locales en la escena internacional. Revisaremos las nuevas tendencias y din†micas en las relaciones internacionales de los gobiernos locales, mediante fundamentos te¢ricos con base en la pr†ctica. El objetivo es introducir a profesionales, investigadores, acadÇmicos y p£blico en general, en las nuevas tendencias y din†micas en las relaciones internacionales de los gobiernos locales. Con este curso podr†s: ?Desarrollar una visi¢n general del fen¢meno que constituye la entrada de los gobiernos locales en la esfera internacional. ?Reconocer los principales objetivos que persiguen los gobiernos locales al buscar la internacionalizaci¢n. ?Reconocer la importancia del trabajo en redes como una de las modalidades de acci¢n m†s frecuentes entre las ciudades. ?Analizar las relaciones y los eventuales conflictos que se est†n desarrollando entre los GL y los gobiernos nacionales. ?Valorar si su propia ciudad puede contar con apoyo del gobierno central y/o de los actores locales en caso de querer plantear, planificar y desarrollar una acci¢n internacional. ?Identificar los beneficios que la ciudadan°a puede obtener de la acci¢n internacional de su municipio Este curso es una colaboraci¢n del Programa Universitario de estudios sobre la Ciudad de la Universidad Nacional Aut¢noma de MÇxico (PUEC-UNAM, el Gobierno de la Ciudad de MÇxico y la Alianza Euro Latinoamericana de Cooperaci¢n entre Ciudades (AL-LAs).;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3133;Publicidad Digital con Google AdWords;En este curso de Google Adwords, aprender†s sobre los conceptos fundamentales y tÇcnicas avanzadas de la publicidad en Google. Con estos, ser†s capaz de crear, publicar y optimizar correctamente campa§as para promocionar las marcas, productos o servicios que desee en una de las herramientas publicitarias m†s poderosas del mundo. El curso profundiza tanto en la red de B£squeda como la red de Display, detallando sus aspectos te¢ricos y pr†cticos desde la propia herramienta.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Austral;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3216;Marketing Gerencial;Este Programa entrega elementos b†sicos para la creaci¢n de una estrategia de marketing al nivel de los negocios o de las unidades de negocios. El objetivo global del programa es desarrollar las habilidades de pensar estratÇgicamente los problemas de marketing y sus posibles soluciones. El foco del Programa est† en los clientes, explicando que el valor de una empresa est† en crear y desarrollar Clientes y no en sus Productos.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Chile;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3041;Contexto de Negocios en LATAM: Factores Pol°ticos, Sociales y Econ¢micos;LatinoamÇrica resulta ser muy atractiva al momento de decidir realizar nuevos negocios, pero en algunos casos este proceso se considera algo distinto a c¢mo opera el mercado mundial, por lo que es importante conocer algunos elementos que permitan entender de mejor manera este contexto y as° definir estrategias m†s efectivas cuando se piensa comenzar un negocio en esta regi¢n. A travÇs de este curso, los alumnos podr†n conocer el contexto social, pol°tico y econ¢mico en LatinoamÇrica. Del mismo modo, los alumnos podr†n acceder a una comprensi¢n de las industrias que m†s se han desarrollado y los modelos de negocios que se utilizan en LatinoamÇrica en comparaci¢n con la realidad de otras econom°as. La Escuela de Administraci¢n de la Pontificia Universidad Cat¢lica de Chile, ha decidido dictar este curso en formato masivo, con el fin de llegar a mayor cantidad de interesados y ser un aporte en la formaci¢n de personas que deseen aprender del tema y llegar tambiÇn a quienes tengan interÇs de invertir o emprender en este mercado. La metodolog°a de este MOOC contempla una combinaci¢n de videos, ejercicios pr†cticos y test auto-evaluables, los cuales entregan retroalimentaci¢n a los alumnos para que puedan saber su estado de avance en cuanto al aprendizaje esperado. Se dicta en modalidad online, en formato masivo, pudiendo llegar a distintos lugares del mundo a travÇs de la web de Coursera.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Pontificia Universidad Cat¢lic;;
